OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1558,2020-055J,2024-11-28T15:50:50.256960,15.06416486,.0001829,53.0564,58.7075,101.0518,259.0677,0,U,46035,999,23865,.46771E-3,.6695E-4,0
STARLINK-1560,2020-055K,2024-11-28T17:05:07.269216,15.06428490,.000174,53.0557,58.4727,69.6457,290.4718,0,U,46036,999,23866,.23798E-3,.3268E-4,0
STARLINK-1565,2020-055L,2024-11-28T16:03:51.990336,15.18932131,.0005579,53.0519,55.4508,326.6968,33.3674,0,U,46037,999,23869,.45373E-2,.96933E-3,0
STARLINK-1567,2020-055M,2024-11-28T17:21:04.690080,15.06441122,.0002048,53.0529,58.4246,104.8296,255.2920,0,U,46038,999,23865,.90759E-3,.13278E-3,0
STARLINK-1569,2020-055N,2024-11-28T12:45:04.499712,15.06425941,.0001708,53.0550,59.2850,80.5693,279.5489,0,U,46039,999,23811,.81497E-3,.11887E-3,0
STARLINK-1580,2020-055Q,2024-11-28T12:07:56.871840,15.06376536,.000114,53.0523,59.4862,94.8480,265.2639,0,U,46041,999,23859,-.27915E-3,-.4434E-4,0
STARLINK-1581,2020-055R,2024-11-28T14:41:51.540576,15.06393643,.0001406,53.0542,58.9169,88.8470,271.2680,0,U,46042,999,23860,-.55414E-4,-.1107E-4,0
STARLINK-1582,2020-055S,2024-11-28T12:55:40.793376,15.06431592,.0001132,53.0567,59.2522,111.5877,248.5233,0,U,46043,999,23811,.15383E-2,.22725E-3,0
STARLINK-1591,2020-055U,2024-11-28T05:35:09.671712,15.06402865,.0001128,53.0558,60.6238,34.5007,325.6055,0,U,46045,999,23856,.50444E-3,.7241E-4,0
STARLINK-1524,2020-055W,2024-11-28T15:36:14.382144,15.06433672,.0001628,53.0556,48.7473,87.0252,273.0923,0,U,46047,999,23878,.10435E-2,.1531E-3,0
STARLINK-1527,2020-055X,2024-11-28T12:19:52.674240,15.06455983,.0001373,53.0549,49.3630,80.3707,279.7437,0,U,46048,999,23874,.24261E-2,.36096E-3,0
STARLINK-1540,2020-055AA,2024-11-28T11:32:06.057024,15.06415117,.0001057,53.0553,49.5110,136.5022,223.6051,0,U,46051,999,23825,.57294E-3,.8266E-4,0
STARLINK-1541,2020-055AB,2024-11-28T04:48:42.941664,15.06411593,.0000807,53.0551,50.7648,78.9433,281.1646,0,U,46052,999,23869,.55941E-3,.8063E-4,0
STARLINK-1543,2020-055AC,2024-11-28T17:38:19.133088,15.06450175,.0000375,53.0551,48.3687,64.8236,295.2792,0,U,46053,999,23880,.17834E-2,.26418E-3,0
STARLINK-1548,2020-055AD,2024-11-28T14:37:52.680864,15.06433962,.0001489,53.0536,48.9325,99.3900,260.7258,0,U,46054,999,23878,.12392E-2,.18241E-3,0
STARLINK-1554,2020-055AE,2024-11-27T12:48:01.969632,15.06381271,.0001591,53.0563,53.7707,99.7428,260.3741,0,U,46055,999,23808,-.70804E-4,-.1335E-4,0
STARLINK-1564,2020-055AH,2024-11-27T14:39:34.611264,15.06380113,.0001181,53.0544,53.8768,95.2982,264.8142,0,U,46058,999,23809,-.13024E-3,-.222E-4,0
STARLINK-1570,2020-055AJ,2024-11-29T03:59:21.330240,15.06387148,.0002751,53.0522,46.4336,97.1610,262.9692,0,U,46059,999,23833,.1275E-3,.1617E-4,0
STARLINK-1572,2020-055AK,2024-11-28T15:09:39.896928,15.06440896,.0001688,53.0553,48.8325,97.1858,262.9323,0,U,46060,999,23875,.32398E-5,-.233E-5,0
STARLINK-1573,2020-055AL,2024-11-28T11:53:19.516992,15.06421360,.0001304,53.0553,49.4830,99.6490,260.4647,0,U,46061,999,23876,.94622E-3,.13849E-3,0
STARLINK-1574,2020-055AM,2024-11-28T22:00:00.999936,15.25281280,.0000886,53.0525,45.1918,67.4369,35.3953,0,U,46062,999,585,.20843E-3,.4977E-4,0
STARLINK-1577,2020-055AN,2024-11-28T12:30:28.277568,15.06447587,.0001289,53.0571,49.3274,86.1588,273.9549,0,U,46063,999,23876,.14846E-2,.21929E-3,0
STARLINK-1583,2020-055AP,2024-11-28T11:42:43.514496,15.06470561,.0002015,53.0545,49.4757,99.9824,260.1392,0,U,46064,999,23876,.31966E-2,.47747E-3,0
STARLINK-1525,2020-055AR,2024-11-28T03:42:22.310496,15.06389858,.0002539,53.0537,30.9733,93.1872,266.9407,0,U,46066,999,23898,-.98564E-4,-.1749E-4,0
STARLINK-1533,2020-055AU,2024-11-28T10:47:00.479040,15.06401416,.0001955,53.0566,29.6516,94.7302,265.3911,0,U,46069,999,23904,.30918E-3,.4327E-4,0
STARLINK-1536,2020-055AV,2024-11-28T14:19:17.227488,15.06438668,.0001932,53.0545,28.9929,112.3586,247.7608,0,U,46070,999,23906,.11978E-2,.17623E-3,0
STARLINK-1538,2020-055AW,2024-11-29T06:00:00.999648,15.55255585,.0001298,53.0508,21.6969,75.3017,195.0699,0,U,46071,999,23868,.13062E-1,.984745E-2,0
STARLINK-1542,2020-055AY,2024-11-28T15:44:12.678720,15.06420509,.0000986,53.0553,28.7252,120.3256,239.7831,0,U,46073,999,23906,.10647E-2,.15621E-3,0
STARLINK-1549,2020-055AZ,2024-11-28T10:36:22.409856,15.06419172,.000168,53.0552,29.6848,92.1702,267.9480,0,U,46074,999,23902,.61369E-3,.8876E-4,0
STARLINK-1551,2020-055BA,2024-11-28T12:49:03.781056,15.06418688,.0001247,53.0550,29.2705,104.8214,255.2913,0,U,46075,999,23904,.11008E-2,.16161E-3,0
STARLINK-1552,2020-055BB,2024-11-28T03:52:58.960992,15.06393542,.0001095,53.0555,30.9433,73.4159,286.6950,0,U,46076,999,23897,.5381E-4,.52E-5,0
STARLINK-1559,2020-055BC,2024-11-28T12:59:41.874432,15.06437277,.0001405,53.0541,29.2405,90.6336,269.4814,0,U,46077,999,23851,.24145E-2,.35903E-3,0
STARLINK-1563,2020-055BD,2024-11-28T04:30:08.729856,15.06402298,.000158,53.0557,30.8230,114.0170,246.0985,0,U,46078,999,23896,.37737E-3,.5344E-4,0
STARLINK-1566,2020-055BE,2024-11-28T10:41:41.105760,15.06433679,.0002161,53.0548,29.6682,106.8298,253.2928,0,U,46079,999,23903,.24053E-2,.35761E-3,0
STARLINK-1568,2020-055BF,2024-11-28T13:19:31.772640,15.07262112,.000183,53.0545,29.3574,50.2075,309.9075,0,U,46080,999,23902,.10661E-2,.16008E-3,0
STARLINK-1571,2020-055BG,2024-11-29T04:02:00.276864,15.06398314,.000169,53.0552,26.4229,87.1337,272.9846,0,U,46081,999,23860,.56596E-4,.561E-5,0
STARLINK-1578,2020-055BH,2024-11-29T02:58:19.344000,15.06391182,.0003839,53.0528,26.6202,97.3652,262.7773,0,U,46082,999,23860,.53357E-3,.7673E-4,0
STARLINK-1579,2020-055BJ,2024-11-29T03:50:02.011200,15.06405307,.0000318,53.0627,26.4527,245.7938,114.3018,0,U,46083,999,23860,.92137E-3,.13471E-3,0
STARLINK-1585,2020-057A,2024-11-28T23:52:32.875680,15.06423973,.0001674,53.0548,227.2013,66.1532,293.9632,0,U,46117,999,23682,.18235E-2,.27002E-3,0
STARLINK-1588,2020-057B,2024-11-29T00:05:48.743232,15.06420923,.0001729,53.0546,247.1623,121.9488,238.1670,0,U,46118,999,23653,.19704E-2,.29206E-3,0
STARLINK-1593,2020-057C,2024-11-29T00:37:42.635424,15.06426736,.0001676,53.0550,247.4041,86.7668,273.3513,0,U,46119,999,23653,.49158E-3,.7053E-4,0
STARLINK-1601,2020-057D,2024-11-29T00:00:00.999648,15.06524173,.000161,53.0538,247.1778,78.6467,39.6375,0,U,46120,999,23653,-.1257E-1,-.183373E-2,0
STARLINK-1602,2020-057E,2024-11-29T06:00:00.999648,15.62447840,.0000618,53.0548,221.1666,101.1136,81.5622,0,U,46121,999,23692,.1219E-1,.1232236E-1,0
STARLINK-1604,2020-057F,2024-11-29T06:00:00.999648,15.31043153,.0001023,53.0580,202.6423,100.1121,16.1419,0,U,46122,999,23718,.18618E-1,.60656E-2,0
STARLINK-1605,2020-057G,2024-11-28T01:53:34.855296,15.06374576,.0000991,53.0534,211.3118,100.8296,259.2804,0,U,46123,999,23757,.39815E-3,.565E-4,0
STARLINK-1614,2020-057H,2024-11-28T19:35:07.203840,15.06423200,.0001118,53.0539,208.0042,87.8947,272.2170,0,U,46124,999,23641,.10551E-2,.15479E-3,0
STARLINK-1618,2020-057J,2024-11-28T23:55:11.631360,15.06425465,.0001719,53.0549,247.1931,101.2683,258.8500,0,U,46125,999,23653,.91018E-3,.13311E-3,0
STARLINK-1619,2020-057K,2024-11-28T22:00:00.999936,15.36875265,.0010104,53.0503,219.0767,99.0383,241.7576,0,U,46126,999,592,.61524E-3,.22214E-3,0
STARLINK-1621,2020-057L,2024-11-28T19:53:42.308160,15.06421405,.0001346,53.0536,227.9460,80.6082,279.5059,0,U,46127,999,23679,.12786E-2,.18825E-3,0
STARLINK-1622,2020-057M,2024-11-28T15:46:54.517152,15.06383727,.0001739,53.0531,208.7144,89.6515,270.4673,0,U,46128,999,23638,.58518E-3,.8442E-4,0
STARLINK-1623,2020-057N,2024-11-28T08:47:34.876032,15.06407266,.0001375,53.0543,210.0273,104.5648,255.5493,0,U,46129,999,23634,.10886E-2,.15973E-3,0
STARLINK-1624,2020-057P,2024-11-28T22:19:40.041984,15.06408511,.0001535,53.0551,207.4917,113.1236,246.9915,0,U,46130,999,23708,.74254E-3,.10798E-3,0
STARLINK-1625,2020-057Q,2024-11-29T00:13:45.959808,15.06423410,.0001434,53.0547,227.1353,109.3532,250.7612,0,U,46131,999,23682,.1658E-2,.24516E-3,0
STARLINK-1630,2020-057R,2024-11-29T06:00:00.999648,15.32948028,.0001528,53.0533,243.6496,101.0494,70.8342,0,U,46132,999,23660,.13745E-1,.472325E-2,0
STARLINK-1637,2020-057S,2024-11-29T06:00:00.999648,15.56152860,.0000398,53.0485,201.6105,248.6285,233.4476,0,U,46133,999,23719,.12094E-2,.86586E-3,0
STARLINK-1639,2020-057U,2024-11-28T22:24:58.447584,15.06412853,.000114,53.0533,207.4715,97.1205,262.9914,0,U,46135,999,23708,.12527E-2,.18433E-3,0
STARLINK-1643,2020-057V,2024-11-29T01:16:08.095008,15.06437199,.0001265,53.0532,236.9829,134.0738,226.0356,0,U,46136,999,23668,.10768E-2,.1581E-3,0
STARLINK-1586,2020-057W,2024-11-28T22:27:37.615392,15.06429133,.0001658,53.0542,227.4644,55.8786,304.2360,0,U,46137,999,23681,.16689E-2,.24684E-3,0
STARLINK-1590,2020-057X,2024-11-28T23:34:09.704064,15.38731922,.0010344,53.0554,218.4513,122.7267,237.4734,0,U,46138,999,23694,.31341E-2,.123559E-2,0
STARLINK-1594,2020-057Z,2024-11-28T22:00:00.999936,15.36133712,.0001134,53.0547,205.4147,98.9503,49.2399,0,U,46140,999,23711,.25251E-1,.976609E-2,0
STARLINK-1596,2020-057AA,2024-11-28T01:48:15.469056,15.06379735,.0001375,53.0532,211.3279,104.4088,255.7053,0,U,46141,999,23629,.13749E-2,.20246E-3,0
STARLINK-1597,2020-057AB,2024-11-29T03:43:25.175136,15.06443573,.0001745,53.0554,246.4745,74.0934,286.0247,0,U,46142,999,23655,.11588E-2,.17041E-3,0
STARLINK-1606,2020-057AD,2024-11-28T17:19:46.488576,15.06410901,.0001521,53.0544,228.4265,103.4815,256.6344,0,U,46144,999,22436,.21152E-2,.31374E-3,0
STARLINK-1608,2020-057AF,2024-11-28T18:26:07.767744,15.06448085,.0001641,53.0541,248.2178,80.3982,279.7193,0,U,46146,999,23584,.30563E-2,.45597E-3,0
STARLINK-1611,2020-057AG,2024-11-28T22:00:00.999936,15.62450053,.0000921,53.0539,242.6715,104.4406,52.6789,0,U,46147,999,23658,.12074E-1,.1219054E-1,0
STARLINK-1616,2020-057AH,2024-11-29T02:13:55.819488,15.19408158,.0001181,53.0514,225.4275,91.1066,269.0064,0,U,46148,999,23684,.12168E-2,.25857E-3,0
STARLINK-1629,2020-057AK,2024-11-28T19:56:21.375744,15.06449765,.0001689,53.0530,247.9348,108.1384,251.9789,0,U,46150,999,23585,.28763E-2,.4288E-3,0
STARLINK-1631,2020-057AL,2024-11-28T09:48:35.396064,15.06390558,.0001545,53.0553,229.8326,83.1115,277.0050,0,U,46151,999,23606,-.58514E-3,-.8984E-4,0
STARLINK-1636,2020-057AN,2024-11-28T19:48:23.413536,15.06412874,.0001302,53.0545,227.9636,97.7773,262.3364,0,U,46153,999,23678,.64342E-3,.9318E-4,0
STARLINK-1642,2020-057AP,2024-11-29T00:49:35.874336,15.06441346,.0001259,53.0548,237.0171,62.3064,297.8052,0,U,46154,999,23667,.15718E-2,.23234E-3,0
STARLINK-1667,2020-057AQ,2024-11-28T15:52:11.494560,15.06407720,.0001073,53.0525,208.6981,99.4372,260.6739,0,U,46155,999,23762,.15517E-2,.22911E-3,0
STARLINK-1545,2020-057AR,2024-11-28T23:36:37.661472,15.06443152,.0001503,53.0537,227.2529,73.1784,286.9370,0,U,46156,999,23682,.22073E-2,.32788E-3,0
STARLINK-1587,2020-057AS,2024-11-29T00:53:36.094848,15.06422578,.0001211,53.0532,207.0093,85.3386,274.7741,0,U,46157,999,23710,.16726E-2,.24735E-3,0
STARLINK-1595,2020-057AU,2024-11-29T03:22:10.390656,15.06437425,.0001421,53.0545,246.5462,86.8151,273.3001,0,U,46159,999,23655,.59085E-3,.8539E-4,0
STARLINK-1598,2020-057AV,2024-11-29T03:08:55.737888,15.06441589,.0001418,53.0539,226.5876,61.4277,298.6855,0,U,46160,999,23684,.16255E-2,.2404E-3,0
STARLINK-1600,2020-057AW,2024-11-28T10:00:02.195712,15.21914024,.0002151,53.0530,228.0956,149.6079,210.5042,0,U,46161,999,23734,.4152E-2,.9672E-3,0
STARLINK-1603,2020-057AX,2024-11-29T06:00:00.999648,15.36286261,.0000989,53.0451,214.1469,112.8417,260.3356,0,U,46162,999,23702,.72712E-2,.270132E-2,0
STARLINK-1610,2020-057AY,2024-11-29T01:04:11.465760,15.06429464,.0001759,53.0547,206.9773,96.4687,263.6502,0,U,46163,999,23710,.10462E-2,.15348E-3,0
STARLINK-1612,2020-057AZ,2024-11-28T23:23:20.611104,15.06429464,.0001249,53.0533,207.2940,82.5780,277.5351,0,U,46164,999,23709,.11375E-2,.16715E-3,0
STARLINK-1626,2020-057BC,2024-11-28T12:14:35.754720,15.06398422,.0001587,53.0543,249.3767,80.2688,279.8480,0,U,46167,999,23646,.24973E-2,.37111E-3,0
STARLINK-1627,2020-057BD,2024-11-29T00:00:00.999648,15.06361924,.0001519,53.0525,197.2661,84.4041,168.9040,0,U,46168,999,23723,.92532E-3,.13514E-3,0
STARLINK-1628,2020-057BE,2024-11-28T19:46:39.549504,15.23636391,.0001322,53.0544,246.6054,94.4328,265.6820,0,U,46169,999,23581,.4846E-4,.841E-5,0
STARLINK-1633,2020-057BG,2024-11-29T00:24:22.756320,15.06440958,.0001527,53.0543,227.1007,71.9629,288.1527,0,U,46171,999,23682,.14461E-2,.21348E-3,0
STARLINK-1635,2020-057BH,2024-11-29T02:21:09.484416,15.06448458,.0001378,53.0533,226.7368,86.1127,274.0019,0,U,46172,999,23682,.20694E-2,.30717E-3,0
STARLINK-1640,2020-057BJ,2024-11-29T00:16:24.924576,15.06431358,.0001816,53.0554,247.1308,119.7557,240.3613,0,U,46173,999,23653,.21754E-2,.32298E-3,0
STARLINK-1641,2020-057BK,2024-11-29T00:27:02.376000,15.06475447,.0001433,53.0551,247.0938,85.6248,274.4905,0,U,46174,999,23653,.32077E-2,.47921E-3,0
STARLINK-1734,2020-062A,2024-11-28T10:23:47.657472,15.06416615,.0001224,53.0542,264.7220,89.9615,270.1514,0,U,46325,999,23527,.22648E-2,.33629E-3,0
STARLINK-1654,2020-062B,2024-11-28T15:07:08.007456,15.06402200,.0001825,53.0520,309.0779,77.6564,282.4629,0,U,46326,999,23406,.66987E-3,.9711E-4,0
STARLINK-1673,2020-062C,2024-11-28T14:35:58.811712,15.25498051,.0007648,53.0387,298.6972,30.6240,329.5202,0,U,46327,999,23420,.17954E-2,.46052E-3,0
STARLINK-1686,2020-062D,2024-11-29T03:54:03.061152,15.06388801,.0001006,53.0546,286.4502,99.2545,260.8557,0,U,46328,999,23459,.12406E-2,.1824E-3,0
STARLINK-1695,2020-062E,2024-11-29T03:06:15.995520,15.06449483,.0000957,53.0529,286.5987,62.6500,297.4586,0,U,46329,999,23459,.13378E-2,.19728E-3,0
STARLINK-1710,2020-062F,2024-11-29T01:14:50.255520,15.06401632,.0001896,53.0546,286.9428,99.7531,260.3672,0,U,46330,999,23441,.56437E-3,.8135E-4,0
STARLINK-1719,2020-062G,2024-11-28T22:54:09.451584,15.06404645,.0001432,53.0542,307.3825,100.8749,259.2401,0,U,46331,999,23429,.47026E-3,.6731E-4,0
STARLINK-1723,2020-062J,2024-11-28T15:33:34.277760,15.06446869,.0001473,53.0552,308.7525,81.7607,278.3549,0,U,46333,999,23406,.89067E-3,.13027E-3,0
STARLINK-1725,2020-062K,2024-11-28T22:00:00.999936,15.35358943,.000118,53.0492,285.3786,120.4693,65.2108,0,U,46334,999,585,.13719E-1,.511461E-2,0
STARLINK-1727,2020-062L,2024-11-28T22:38:13.899552,15.06389759,.0002283,53.0532,307.4332,109.5573,250.5663,0,U,46335,999,23429,.8175E-3,.11913E-3,0
STARLINK-1738,2020-062M,2024-11-29T03:11:35.767104,15.06395318,.000139,53.0534,286.5806,87.9855,272.1293,0,U,46336,999,23460,.89917E-4,.1058E-4,0
STARLINK-1750,2020-062N,2024-11-29T03:32:49.412832,15.06393623,.0001982,53.0553,286.5166,102.0195,258.1016,0,U,46337,999,23460,-.75613E-4,-.1408E-4,0
STARLINK-1752,2020-062P,2024-11-29T04:44:28.516128,15.06383059,.0001768,53.0530,306.2909,103.7406,256.3780,0,U,46338,999,23432,.69315E-3,.10053E-3,0
STARLINK-1759,2020-062R,2024-11-29T04:49:50.245536,15.06413716,.0003329,53.0520,306.5911,98.6482,261.4884,0,U,46340,999,23432,.88211E-3,.12887E-3,0
STARLINK-1760,2020-062S,2024-11-29T06:00:00.999648,15.35460243,.0000981,53.0544,282.8913,93.2395,130.2975,0,U,46341,999,23466,.11752E-1,.434979E-2,0
STARLINK-1762,2020-062T,2024-11-28T22:59:28.128480,15.06400011,.0001593,53.0565,307.3711,315.9020,44.1842,0,U,46342,999,23429,-.53318E-4,-.1076E-4,0
STARLINK-1764,2020-062U,2024-11-29T03:38:08.380896,15.06393034,.0001581,53.0547,286.4964,94.6609,265.4560,0,U,46343,999,23460,.14184E-2,.20905E-3,0
STARLINK-1765,2020-062V,2024-11-29T04:04:39.979488,15.06362698,.0001657,53.0556,286.4232,118.5552,241.5604,0,U,46344,999,23458,.23207E-3,.3173E-4,0
STARLINK-1767,2020-062W,2024-11-28T23:20:41.969472,15.06380660,.0001586,53.0539,307.3003,102.1004,258.0163,0,U,46345,999,23429,.56992E-3,.8213E-4,0
STARLINK-1547,2020-062Y,2024-11-28T23:55:50.850048,15.06430143,.0001564,53.0536,262.1923,77.7008,282.4156,0,U,46347,999,23492,.72987E-3,.10615E-3,0
STARLINK-1553,2020-062Z,2024-11-28T21:03:44.445600,15.09769719,.0003591,53.0531,286.7120,65.9472,294.1894,0,U,46348,999,23439,.11573E-2,.18657E-3,0
STARLINK-1575,2020-062AA,2024-11-28T20:07:37.509312,15.06443962,.0001483,53.0549,262.9033,108.1765,251.9385,0,U,46349,999,23472,.2096E-2,.31114E-3,0
STARLINK-1646,2020-062AC,2024-11-29T03:22:12.000288,15.06387126,.0001638,53.0537,286.5490,111.7900,248.3263,0,U,46351,999,23460,.11403E-2,.16738E-3,0
STARLINK-1653,2020-062AD,2024-11-29T01:20:08.305152,15.06384133,.0001776,53.0551,286.9269,88.9460,271.1733,0,U,46352,999,23459,.10268E-3,.1248E-4,0
STARLINK-1656,2020-062AE,2024-11-28T22:06:23.604192,15.06396323,.0001932,53.0529,307.5325,88.1839,271.9371,0,U,46353,999,23410,.17133E-3,.2271E-4,0
STARLINK-1657,2020-062AF,2024-11-28T23:25:59.568960,15.06383574,.0001515,53.0537,307.2840,101.4427,258.6733,0,U,46354,999,23429,.20339E-3,.2748E-4,0
STARLINK-1661,2020-062AG,2024-11-28T22:48:51.538464,15.06393384,.0000624,53.0567,307.4003,45.2869,314.8170,0,U,46355,999,23429,.20782E-3,.2815E-4,0
STARLINK-1665,2020-062AH,2024-11-28T23:10:04.372896,15.06386564,.0000918,53.0564,307.3720,119.6829,240.4252,0,U,46356,999,23411,-.93437E-3,-.14166E-3,0
STARLINK-1666,2020-062AJ,2024-11-29T03:48:44.868960,15.06390022,.0001311,53.0555,286.4645,97.6770,262.4368,0,U,46357,999,23460,.27389E-4,.126E-5,0
STARLINK-1707,2020-062AL,2024-11-29T01:15:27.293472,15.06428352,.0001729,53.0555,261.9452,112.6237,247.4934,0,U,46359,999,23493,.55275E-3,.7967E-4,0
STARLINK-1713,2020-062AM,2024-11-29T01:47:17.910240,15.06382783,.0001392,53.0543,261.8397,113.5878,246.5257,0,U,46360,999,23494,-.40919E-3,-.6368E-4,0
STARLINK-1722,2020-062AN,2024-11-28T22:00:00.999936,15.34277642,.0001155,53.0521,260.2246,116.6117,23.3299,0,U,46361,999,579,.14435E-1,.520679E-2,0
STARLINK-1726,2020-062AP,2024-11-29T02:08:32.095104,15.06475059,.0001603,53.0562,261.7776,79.4024,280.7145,0,U,46362,999,23494,.27633E-2,.41203E-3,0
STARLINK-1739,2020-062AQ,2024-11-28T12:18:06.106752,15.27104404,.0004043,53.0469,261.8585,109.4652,250.6783,0,U,46363,999,23471,.3687E-2,.100345E-2,0
STARLINK-1763,2020-062AR,2024-11-28T22:00:00.999936,15.27415630,.0001102,53.0534,241.1504,113.9343,322.4389,0,U,46364,999,579,.12397E-1,.353382E-2,0
STARLINK-1651,2020-062AT,2024-11-28T12:25:52.188960,15.06416742,.0001368,53.0552,264.3442,84.6102,275.5043,0,U,46366,999,23485,.27365E-2,.40733E-3,0
STARLINK-1670,2020-062AX,2024-11-29T06:00:00.999648,15.61556202,.0003776,53.0530,276.9583,111.5017,54.2185,0,U,46370,999,23474,.27507E-2,.247397E-2,0
STARLINK-1689,2020-062AZ,2024-11-29T04:39:02.279232,15.19564261,.000208,53.0572,299.8536,354.2205,5.8765,0,U,46372,999,23442,.24078E-2,.51902E-3,0
STARLINK-1711,2020-062BB,2024-11-28T22:00:00.999936,15.56641053,.0003487,53.0508,224.7052,157.2572,36.1483,0,U,46374,999,595,.12902E-2,.94204E-3,0
STARLINK-1724,2020-062BC,2024-11-29T00:59:31.953984,15.06464731,.0001797,53.0565,261.9942,126.4051,233.7104,0,U,46375,999,23493,.20478E-2,.30406E-3,0
STARLINK-1742,2020-062BD,2024-11-29T01:20:46.517280,15.06426157,.0000812,53.0535,261.9290,77.0163,283.0916,0,U,46376,999,23493,.64644E-3,.9367E-4,0
STARLINK-1758,2020-062BH,2024-11-29T06:00:00.999648,15.28737092,.0001318,53.0531,284.2901,74.6272,269.6800,0,U,46380,999,23464,.14762E-1,.443583E-2,0
STARLINK-1769,2020-062BK,2024-11-29T00:06:27.880704,15.06434424,.0001646,53.0539,262.1574,69.8693,290.2473,0,U,46382,999,23490,.86096E-3,.12577E-3,0
STARLINK-1770,2020-062BL,2024-11-28T22:11:42.428832,15.06417808,.0004007,53.0527,307.5165,82.5499,277.5945,0,U,46383,999,23428,.10033E-2,.14702E-3,0
STARLINK-1771,2020-062BM,2024-11-29T04:39:09.864288,15.06396844,.0001347,53.0533,306.3110,102.5742,257.5398,0,U,46384,999,23432,.52056E-3,.748E-4,0
STARLINK-1644,2020-070A,2024-11-29T06:00:00.999648,15.50288808,.0001077,53.0508,98.7553,67.9790,12.0339,0,U,46532,999,22947,.50324E-2,.300722E-2,0
STARLINK-1648,2020-070B,2024-11-28T17:46:17.856480,15.06405351,.000143,53.0539,108.3425,102.7705,257.3444,0,U,46533,999,22927,.12381E-3,.1563E-4,0
STARLINK-1659,2020-070C,2024-11-29T06:00:00.999648,15.35214786,.0001184,53.0482,103.8376,75.1889,329.8290,0,U,46534,999,22940,.16194E-1,.600916E-2,0
STARLINK-1663,2020-070D,2024-11-28T18:39:21.660192,15.06411451,.0001486,53.0527,108.1775,81.7252,278.3905,0,U,46535,999,22929,.63899E-3,.9252E-4,0
STARLINK-1672,2020-070F,2024-11-29T01:38:40.874496,15.06417437,.0001973,53.0527,106.8677,86.9575,273.1639,0,U,46537,999,22903,-.30386E-4,-.735E-5,0
STARLINK-1678,2020-070G,2024-11-29T02:42:22.359456,15.06400790,.0001293,53.0526,106.6706,76.9926,283.1207,0,U,46538,999,22903,.40171E-3,.5707E-4,0
STARLINK-1687,2020-070K,2024-11-28T16:39:56.565216,15.06429389,.0001245,53.0533,88.5488,78.2511,281.8618,0,U,46541,999,22954,.13006E-2,.19159E-3,0
STARLINK-1692,2020-070L,2024-11-29T02:15:51.814080,15.06396610,.0001122,53.0518,106.7540,80.8666,279.2450,0,U,46542,999,22934,.39594E-3,.562E-4,0
STARLINK-1693,2020-070M,2024-11-28T22:00:00.999936,15.21087732,.0003631,53.0574,100.9898,191.3198,166.5895,0,U,46543,999,588,.43843E-2,.99747E-3,0
STARLINK-1694,2020-070N,2024-11-29T06:00:00.999648,15.30346121,.0005062,53.0518,88.2391,347.3852,249.7493,0,U,46544,999,22961,.56851E-2,.172807E-2,0
STARLINK-1696,2020-070P,2024-11-29T02:47:40.765056,15.06400103,.0001391,53.0531,106.6590,66.4741,293.6394,0,U,46545,999,22933,.21236E-3,.2883E-4,0
STARLINK-1697,2020-070Q,2024-11-28T22:00:00.999936,15.36728956,.0001185,53.0542,105.2680,59.2082,112.0095,0,U,46546,999,585,.15066E-1,.585724E-2,0
STARLINK-1700,2020-070T,2024-11-28T18:34:04.742400,15.06416823,.0001236,53.0531,108.1925,103.6746,256.4381,0,U,46549,999,22927,.80338E-3,.1171E-3,0
STARLINK-1701,2020-070U,2024-11-28T22:00:00.999936,15.33630520,.0001294,53.0562,105.5371,63.2057,31.7407,0,U,46550,999,579,.16549E-1,.58285E-2,0
STARLINK-1664,2020-070X,2024-11-28T16:20:01.516704,15.06437087,.0001217,53.0568,78.6236,80.1464,279.9662,0,U,46553,999,22968,.20066E-2,.29763E-3,0
STARLINK-1671,2020-070Y,2024-11-28T22:00:00.999936,15.52721355,.0005763,53.0422,65.1195,284.1758,300.6804,0,U,46554,999,597,.2655E-2,.170032E-2,0
STARLINK-1676,2020-070AA,2024-11-28T19:00:35.417376,15.06421352,.0001233,53.0530,108.1132,87.3208,272.7922,0,U,46556,999,22930,.8321E-3,.12141E-3,0
STARLINK-1679,2020-070AB,2024-11-28T18:37:11.940960,15.06425013,.000154,53.0542,92.5554,118.5362,241.5783,0,U,46557,999,22950,.13956E-3,.1799E-4,0
STARLINK-1680,2020-070AC,2024-11-28T18:38:43.698624,15.06382870,.000152,53.0540,93.1797,82.4428,277.6733,0,U,46558,999,22946,-.11834E-3,-.2043E-4,0
STARLINK-1681,2020-070AD,2024-11-28T18:20:44.445984,15.06442917,.0001622,53.0525,78.2250,102.0661,258.0510,0,U,46559,999,22969,.10191E-2,.14948E-3,0
STARLINK-1709,2020-070AF,2024-11-29T06:00:00.999648,15.60089855,.0003631,53.0479,80.3456,2.6448,303.6910,0,U,46561,999,22972,.29357E-2,.249667E-2,0
